Document,Section,Heading,Main Question,Rubric Count,Concept Count,QA Score,Warning Count,Warning Codes
Registry Act,66,Offences and penalty respecting taking of fees by employees,What offences or penalties are established by section 66 of Registry Act?,2,2,90,2,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
Registry Act,66.1,"Liability of registrar, deputy registrar and clerk","What duties does section 66.1 of Registry Act impose about liability of registrar, deputy registrar and clerk?",1,1,95,1,GENERIC_RUBRIC_PROMPT
Registry Act,66.2,Proceedings against the Crown,What does section 66.2 of Registry Act provide?,1,1,100,0,
Registry Act,67,Regulations and amendments respecting Schedule of Fees,What order-making rules are established by section 67 of Registry Act?,2,1,90,2,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
Registry Act,68,Posting of Schedule of Fees,What powers or authority are established by section 68 of Registry Act?,1,1,95,1,GENERIC_RUBRIC_PROMPT
Registry Act,69,Statement of fees,What notice requirements are established by section 69 of Registry Act?,1,1,95,1,GENERIC_RUBRIC_PROMPT
Registry Act,70,Successor of registrar,What requirements are established by section 70 of Registry Act?,1,1,65,2,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION
Registry Act,71,Regulations,What does section 71 of Registry Act provide?,3,4,60,5,GENERIC_RUBRIC_PROMPT;RUBRIC_ANSWER_TOO_LONG;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION
Land Titles Act,1,Purpose,What powers or authority are established by section 1 of Land Titles Act?,1,1,100,0,
Land Titles Act,2,Application,What are the application requirements under section 2 of Land Titles Act?,6,5,30,8,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT
Land Titles Act,2.1,Interests within the scope of the Personal Property Security Act,What are the application requirements under section 2.1 of Land Titles Act?,1,0,90,1,TOO_FEW_RUBRIC_ITEMS
Land Titles Act,3,Definitions,What definitions are provided in section 3 of Land Titles Act?,1,12,95,1,GENERIC_RUBRIC_PROMPT
Land Titles Act,4,Establishment of land titles system,What notice requirements are established by section 4 of Land Titles Act?,1,1,100,0,
Land Titles Act,5,"Appointment of Registrar General, registrar and deputies","What duties does section 5 of Land Titles Act impose about appointment of registrar general, registrar and deputies?",6,1,30,8,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
Land Titles Act,6,Service New Brunswick,What duties does section 6 of Land Titles Act impose about service new brunswick?,1,1,75,2,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION
Land Titles Act,7,Seals of office,What notice requirements are established by section 7 of Land Titles Act?,1,1,95,1,GENERIC_RUBRIC_PROMPT
Land Titles Act,8,Immunity of officers,What duties does section 8 of Land Titles Act impose about immunity of officers?,1,1,95,1,GENERIC_RUBRIC_PROMPT
Land Titles Act,9,Records and copies of records,What requirements are established by section 9 of Land Titles Act?,4,4,55,6,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;CONCEPT_FRAGMENT
Land Titles Act,10,"Documents signed, made or issued by officers","What duties does section 10 of Land Titles Act impose about documents signed, made or issued by officers?",1,1,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,10.1,Parcel identifiers and descriptions of land,What are the application requirements under section 10.1 of Land Titles Act?,4,2,60,5,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT
Land Titles Act,10.2,Record of parcel identifiers,What filing or registration requirements are established by section 10.2 of Land Titles Act?,1,1,95,1,GENERIC_RUBRIC_PROMPT
Land Titles Act,10.3,References to parcel identifiers,What filing or registration requirements are established by section 10.3 of Land Titles Act?,1,2,100,0,
Land Titles Act,10.4,Parcel identifiers on consolidation,What are the application requirements under section 10.4 of Land Titles Act?,1,1,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,11,Application to register land,What powers or authority are established by section 11 of Land Titles Act?,7,6,45,3,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION;MALFORMED_QUESTION
Land Titles Act,12,"Completion of application, order by Registrar General",What are the application requirements under section 12 of Land Titles Act?,5,6,50,7,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;CONCEPT_FRAGMENT
Land Titles Act,13,Court order or enactment,What order-making rules are established by section 13 of Land Titles Act?,2,3,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,14,Order of Registrar General,What offences and penalties are established by section 14 of Land Titles Act?,3,1,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,14.1,Land under Condominium Property Act,What notice requirements are established by section 14.1 of Land Titles Act?,4,4,95,1,CONCEPT_FRAGMENT
Land Titles Act,15,Registration necessary to pass estate or interest,What are the application requirements under section 15 of Land Titles Act?,2,2,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,16,Status of registered owner,"How may a filed plan of survey be corrected under section 16 of Land Titles Act, and what limits and filing consequences apply?",8,1,90,1,QUESTION_MISSING_SUBJECT
Land Titles Act,17,Effect of registration on subsequent interests,What filing or registration requirements are established by section 17 of Land Titles Act?,4,4,90,2,RUBRIC_ANSWER_TOO_LONG;CONCEPT_FRAGMENT
Land Titles Act,17.1,Instruments to be submitted electronically,What filing or registration requirements are established by section 17.1 of Land Titles Act?,8,4,60,8,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
Land Titles Act,17.11,Instruments that may be submitted as digitally scanned images,What requirements are established by section 17.11 of Land Titles Act?,3,1,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,17.2,Authentication of electronic instrument,What notice requirements are established by section 17.2 of Land Titles Act?,5,4,30,8,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;CONCEPT_FRAGMENT
Land Titles Act,17.3,Proof of execution and marital status,What powers or authority are established by section 17.3 of Land Titles Act?,2,2,70,3,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT
Land Titles Act,17.4,Retention of documents,What requirements are established by section 17.4 of Land Titles Act?,1,1,95,1,GENERIC_RUBRIC_PROMPT
Land Titles Act,17.5,Authorization to submit,What powers or authority are established by section 17.5 of Land Titles Act?,1,1,95,1,GENERIC_RUBRIC_PROMPT
Land Titles Act,17.6,Effect of electronic instrument,What requirements are established by section 17.6 of Land Titles Act?,1,1,100,0,
Land Titles Act,17.7,Production of evidence,What does section 17.7 of Land Titles Act provide?,2,1,90,2,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
Land Titles Act,17.8,Subscriber agreement,What duties does section 17.8 of Land Titles Act impose about subscriber agreement?,3,3,75,5,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;RUBRIC_ANSWER_TOO_LONG;GENERIC_RUBRIC_PROMPT;RUBRIC_ANSWER_TOO_LONG
Land Titles Act,18,Registration of instrument,What filing or registration requirements are established by section 18 of Land Titles Act?,12,11,5,16,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;RUBRIC_ANSWER_TOO_LONG;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;TOO_MANY_RUBRIC_ITEMS;CONCEPT_FRAGMENT
Land Titles Act,19,Priority on registration,What order-making rules are established by section 19 of Land Titles Act?,3,5,85,3,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
Land Titles Act,20,Postponement of priority,What filing or registration requirements are established by section 20 of Land Titles Act?,1,1,100,0,
Land Titles Act,21,Execution of transfer,What filing or registration requirements are established by section 21 of Land Titles Act?,1,1,95,1,GENERIC_RUBRIC_PROMPT
Land Titles Act,22,Effect of transfer,What filing or registration requirements are established by section 22 of Land Titles Act?,2,1,70,3,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT
Land Titles Act,23,Crown grants,What filing or registration requirements are established by section 23 of Land Titles Act?,1,1,100,0,
Land Titles Act,24,Registration of easement or incorporeal right,What filing or registration requirements are established by section 24 of Land Titles Act?,2,1,100,0,
Land Titles Act,25,Registration of mortgage,What filing or registration requirements are established by section 25 of Land Titles Act?,6,3,60,2,MALFORMED_QUESTION;MALFORMED_QUESTION
Land Titles Act,26,Release,What filing or registration requirements are established by section 26 of Land Titles Act?,2,3,80,1,MALFORMED_QUESTION
Land Titles Act,26.1,Debentures,What are the application requirements under section 26.1 of Land Titles Act?,8,7,45,3,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION;MALFORMED_QUESTION
Land Titles Act,27,Registration of lease,What notice requirements are established by section 27 of Land Titles Act?,6,4,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,28,Surrender of lease,What notice requirements are established by section 28 of Land Titles Act?,3,2,65,2,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION
Land Titles Act,29,Registration of assignment,What powers or authority are established by section 29 of Land Titles Act?,3,3,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,30,Registration of caveat,What notice requirements are established by section 30 of Land Titles Act?,4,3,65,2,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION
Land Titles Act,31,Effect of registration,What filing or registration requirements are established by section 31 of Land Titles Act?,3,3,100,0,
Land Titles Act,32,Application by owner,What are the application requirements under section 32 of Land Titles Act?,1,1,65,2,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION
Land Titles Act,33,Notice of request to withdraw caveat,What notice requirements are established by section 33 of Land Titles Act?,3,4,60,3,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION;CONCEPT_FRAGMENT
Land Titles Act,34,Instrument to withdraw caveat,What filing or registration requirements are established by section 34 of Land Titles Act?,1,1,100,0,
Land Titles Act,35,"Action for damages, restraining order",What order-making rules are established by section 35 of Land Titles Act?,2,2,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,36,Registration of stop order to prohibit registration,What are the application requirements under section 36 of Land Titles Act?,4,3,60,3,MAIN_QUESTION_TOPIC_MISMATCH;RUBRIC_ANSWER_TOO_LONG;MALFORMED_QUESTION
Land Titles Act,37,Registration of affidavit to prevent registration,What powers or authority are established by section 37 of Land Titles Act?,2,2,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,38,Registration of certificate of pending litigation,What order-making rules are established by section 38 of Land Titles Act?,1,1,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,39,Registration of instrument severing or consolidating registered land,What filing or registration requirements are established by section 39 of Land Titles Act?,1,1,100,0,
Land Titles Act,40,Application to register memorial of judgment,What are the application requirements under section 40 of Land Titles Act?,6,7,75,2,MALFORMED_QUESTION;RUBRIC_ANSWER_TOO_LONG
Land Titles Act,41,Effect of registration of memorial of judgment,What filing or registration requirements are established by section 41 of Land Titles Act?,1,1,100,0,
Land Titles Act,41.1,,What filing or registration requirements are established by section 41.1 of Land Titles Act?,1,0,90,1,QUESTION_MISSING_SUBJECT
Land Titles Act,42,Notice of registration to owner,What notice requirements are established by section 42 of Land Titles Act?,1,1,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,43,"Notice to judgment creditor, cessation of registration, extension of registration period, registration of assignment",What notice requirements are established by section 43 of Land Titles Act?,6,5,80,2,MAIN_QUESTION_TOPIC_MISMATCH;CONCEPT_FRAGMENT
Land Titles Act,44,Instrument withdrawing memorial of judgment,What filing or registration requirements are established by section 44 of Land Titles Act?,1,1,100,0,
Land Titles Act,45,Action for damages against judgment creditor,What filing or registration requirements are established by section 45 of Land Titles Act?,2,1,80,1,MALFORMED_QUESTION
Land Titles Act,46,Paramountcy of Act,What powers or authority are established by section 46 of Land Titles Act?,1,1,100,0,
Land Titles Act,47,Registration or filing of power of attorney,What powers or authority are established by section 47 of Land Titles Act?,5,3,65,2,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION
Land Titles Act,48,Registration of instrument containing conditions or covenants,What notice requirements are established by section 48 of Land Titles Act?,4,4,40,4,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION;MALFORMED_QUESTION;RUBRIC_ANSWER_TOO_LONG
Land Titles Act,48.1,Conditions and covenants in a transfer,What are the application requirements under section 48.1 of Land Titles Act?,2,2,65,2,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION
Land Titles Act,49,Instrument evidencing expropriation of registered land,What filing or registration requirements are established by section 49 of Land Titles Act?,1,1,100,0,
Land Titles Act,50,Bankruptcy proceedings,What notice requirements are established by section 50 of Land Titles Act?,6,4,65,2,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION
Land Titles Act,51,Tax sale proceedings,What powers or authority are established by section 51 of Land Titles Act?,3,4,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,52,Registration of claimant as owner,What order-making rules are established by section 52 of Land Titles Act?,2,3,55,4,MAIN_QUESTION_TOPIC_MISMATCH;RUBRIC_ANSWER_TOO_LONG;MALFORMED_QUESTION;RUBRIC_ANSWER_TOO_LONG
Land Titles Act,53,Transmission on death,What are the application requirements under section 53 of Land Titles Act?,6,5,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,54,Implied covenants in instruments,What filing or registration requirements are established by section 54 of Land Titles Act?,6,2,100,0,
Land Titles Act,55,Proof of execution,What requirements are established by section 55 of Land Titles Act?,7,5,15,5,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION;MALFORMED_QUESTION;MALFORMED_QUESTION;QUESTION_MISSING_SUBJECT
Land Titles Act,56,Address for service,What are the application requirements under section 56 of Land Titles Act?,3,3,65,4,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
Land Titles Act,57,Method of service,What requirements are established by section 57 of Land Titles Act?,1,1,65,2,MAIN_QUESTION_TOPIC_MISMATCH;MALFORMED_QUESTION
Land Titles Act,58,Registered land in trust,What filing or registration requirements are established by section 58 of Land Titles Act?,2,1,100,0,
Land Titles Act,59,Trust must be in accordance with Act,What requirements are established by section 59 of Land Titles Act?,1,2,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,60,Seals and consideration,What does section 60 of Land Titles Act provide?,3,1,85,3,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
Land Titles Act,61,Unregistered instrument or interest,What are the application requirements under section 61 of Land Titles Act?,2,4,100,0,
Land Titles Act,62,Repealed,What does section 62 of Land Titles Act provide?,1,1,100,0,
Land Titles Act,63,Certificate of registered ownership,What certification requirements are established by section 63 of Land Titles Act?,3,2,60,2,MALFORMED_QUESTION;MALFORMED_QUESTION
Land Titles Act,64,Instrument to state tenancy,What does section 64 of Land Titles Act provide?,1,1,95,1,GENERIC_RUBRIC_PROMPT
Land Titles Act,65,Survivorship in joint tenancy,What are the application requirements under section 65 of Land Titles Act?,1,1,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,66,Entry of “No Survivorship”,What order-making rules are established by section 66 of Land Titles Act?,2,3,85,1,MAIN_QUESTION_TOPIC_MISMATCH
Land Titles Act,67,Action of ejectment or recovery,What filing or registration requirements are established by section 67 of Land Titles Act?,1,1,80,1,MALFORMED_QUESTION
Land Titles Act,68,Cases where registrar may rectify,What filing or registration requirements are established by section 68 of Land Titles Act?,1,1,100,0,
Land Titles Act,69,Powers of registrar,What powers or authority are established by section 69 of Land Titles Act?,1,1,95,1,GENERIC_RUBRIC_PROMPT
Land Titles Act,70,Court order respecting rectification,What requirements are established by section 70 of Land Titles Act?,2,2,65,4,MAIN_QUESTION_TOPIC_MISMATCH;RUBRIC_ANSWER_TOO_LONG;QUESTION_MISSING_SUBJECT;CONCEPT_FRAGMENT
Land Titles Act,71,Rectification and registered owner in possession,What filing or registration requirements are established by section 71 of Land Titles Act?,1,1,100,0,
Land Titles Act,72,Notation of rectification,What filing or registration requirements are established by section 72 of Land Titles Act?,2,1,90,2,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
Land Titles Act,73,Indemnification on rectification,What certification requirements are established by section 73 of Land Titles Act?,1,2,80,2,MAIN_QUESTION_TOPIC_MISMATCH;RUBRIC_ANSWER_TOO_LONG
Land Titles Act,74,Award of indemnity,What are the application requirements under section 74 of Land Titles Act?,2,3,90,2,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
Land Titles Act,75,Payment,What does section 75 of Land Titles Act provide?,1,1,75,2,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION
Land Titles Act,76,Recovery of payment from third parties,What does section 76 of Land Titles Act provide?,1,1,95,1,GENERIC_RUBRIC_PROMPT
Land Titles Act,76.01,Agreements with respect to liability,What notice requirements are established by section 76.01 of Land Titles Act?,1,1,95,1,GENERIC_RUBRIC_PROMPT
Land Titles Act,76.1,Repealed,What does section 76.1 of Land Titles Act provide?,1,1,100,0,
Land Titles Act,77,Time of valuation,What filing or registration requirements are established by section 77 of Land Titles Act?,2,1,90,2,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
Land Titles Act,78,Two year limitation period,What are the application requirements under section 78 of Land Titles Act?,1,2,75,2,GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION
Land Titles Act,79,Application to court,What are the application requirements under section 79 of Land Titles Act?,9,7,10,12,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;CONCEPT_FRAGMENT
Land Titles Act,80,Fees,What duties does section 80 of Land Titles Act impose about fees?,10,6,10,12,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
Land Titles Act,81,Affidavit of marital status,What filing or registration requirements are established by section 81 of Land Titles Act?,1,1,100,0,
Land Titles Act,82,Request for registered information,What certification requirements are established by section 82 of Land Titles Act?,3,1,100,0,
Land Titles Act,83,Regulations,What authority and survey-monument requirements does section 83 of Land Titles Act establish for laying out streets and lots?,4,1,90,1,QUESTION_MISSING_SUBJECT
Land Titles Act,84,Transitional provisions,What filing or registration requirements are established by section 84 of Land Titles Act?,1,1,100,0,
Land Titles Act,85,Repeal,What does section 85 of Land Titles Act provide?,1,1,100,0,
Land Titles Act,86,Commencement,What does section 86 of Land Titles Act provide?,1,1,100,0,
REGULATION 84-76,1,,What regulation-making authority is established by section 1 of REGULATION 84-76?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 84-76,2,,What regulation-making authority is established by section 2 of REGULATION 84-76?,1,1,90,1,QUESTION_MISSING_SUBJECT
REGULATION 84-76,3,,What does section 3 of REGULATION 84-76 provide?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 84-76,4,,What powers or authority are established by section 4 of REGULATION 84-76?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 84-76,5,,What does section 5 of REGULATION 84-76 provide?,1,0,85,2,GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT
REGULATION 84-76,6,,What duties does section 6 of REGULATION 84-76 impose?,1,1,100,0,
REGULATION 84-76,7,,What powers or authority are established by section 7 of REGULATION 84-76?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 84-76,8,,What regulation-making authority is established by section 8 of REGULATION 84-76?,1,0,90,1,QUESTION_MISSING_SUBJECT
REGULATION 95-166,1,,What definitions are provided in section 1 of REGULATION 95-166?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 95-166,2,,What powers or authority are established by section 2 of REGULATION 95-166?,1,2,85,2,GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT
REGULATION 95-166,3,,What are the application requirements under section 3 of REGULATION 95-166?,3,5,80,4,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;CONCEPT_FRAGMENT
REGULATION 95-166,4,,What notice requirements are established by section 4 of REGULATION 95-166?,1,1,100,0,
REGULATION 95-166,5,,What notice requirements are established by section 5 of REGULATION 95-166?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 95-166,6,,What duties does section 6 of REGULATION 95-166 impose?,6,4,60,7,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT;GENERIC_RUBRIC_PROMPT
REGULATION 95-166,7,,What hearing process is established by section 7 of REGULATION 95-166?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 95-166,8,,What are the application requirements under section 8 of REGULATION 95-166?,1,0,90,1,QUESTION_MISSING_SUBJECT
REGULATION 95-166,9,,What certification requirements are established by section 9 of REGULATION 95-166?,1,0,100,0,
REGULATION 95-166,10,,What are the application requirements under section 10 of REGULATION 95-166?,2,1,80,3,GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT;GENERIC_RUBRIC_PROMPT
REGULATION 95-166,11,,What regulation-making authority is established by section 11 of REGULATION 95-166?,1,1,90,1,QUESTION_MISSING_SUBJECT
REGULATION 80-159,1,,What regulation-making authority is established by section 1 of REGULATION 80-159?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 80-159,2,,What regulation-making authority is established by section 2 of REGULATION 80-159?,1,2,90,1,QUESTION_MISSING_SUBJECT
REGULATION 80-159,3,,What are the application requirements under section 3 of REGULATION 80-159?,1,0,65,3,AMENDMENT_HISTORY_LEAK;QUESTION_MISSING_SUBJECT;TOO_FEW_RUBRIC_ITEMS
REGULATION 80-159,4,,What regulation-making authority is established by section 4 of REGULATION 80-159?,1,0,90,1,QUESTION_MISSING_SUBJECT
REGULATION 80-159,5,,What does section 5 of REGULATION 80-159 provide?,4,0,40,7,AMENDMENT_HISTORY_LEAK;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT;GENERIC_RUBRIC_PROMPT;AMENDMENT_HISTORY_LEAK
REGULATION 80-159,6,,What notice requirements are established by section 6 of REGULATION 80-159?,6,0,70,6,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
REGULATION 80-159,7,,What notice requirements are established by section 7 of REGULATION 80-159?,2,2,90,2,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
REGULATION 80-159,7.1,,What notice requirements are established by section 7.1 of REGULATION 80-159?,2,0,90,2,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT
REGULATION 80-159,8,,What does section 8 of REGULATION 80-159 provide?,1,0,90,1,QUESTION_MISSING_SUBJECT
REGULATION 80-159,9,,What regulation-making authority is established by section 9 of REGULATION 80-159?,1,0,90,1,QUESTION_MISSING_SUBJECT
REGULATION 84-190,1,,What regulation-making authority is established by section 1 of REGULATION 84-190?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 84-190,2,,What does section 2 of REGULATION 84-190 provide?,5,1,45,7,GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION
REGULATION 84-190,3,,What regulation-making authority is established by section 3 of REGULATION 84-190?,1,0,90,1,QUESTION_MISSING_SUBJECT
REGULATION 84-190,4,,What regulation-making authority is established by section 4 of REGULATION 84-190?,1,0,90,1,QUESTION_MISSING_SUBJECT
REGULATION 83-130,1,,What regulation-making authority is established by section 1 of REGULATION 83-130?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 83-130,2,,What regulation-making authority is established by section 2 of REGULATION 83-130?,1,3,90,1,QUESTION_MISSING_SUBJECT
REGULATION 83-130,3,,What are the application requirements under section 3 of REGULATION 83-130?,5,0,0,10,AMENDMENT_HISTORY_LEAK;GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT
REGULATION 83-130,4,,What powers or authority are established by section 4 of REGULATION 83-130?,2,1,35,6,AMENDMENT_HISTORY_LEAK;GENERIC_RUBRIC_PROMPT;MALFORMED_QUESTION;GENERIC_RUBRIC_PROMPT;AMENDMENT_HISTORY_LEAK;CONCEPT_FRAGMENT
REGULATION 83-130,5,,What filing or registration requirements are established by section 5 of REGULATION 83-130?,3,4,45,6,AMENDMENT_HISTORY_LEAK;GENERIC_RUBRIC_PROMPT;GENERIC_RUBRIC_PROMPT;QUESTION_MISSING_SUBJECT;GENERIC_RUBRIC_PROMPT;AMENDMENT_HISTORY_LEAK
REGULATION 83-130,6,,What does section 6 of REGULATION 83-130 provide?,1,0,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 83-130,7,,What certification requirements are established by section 7 of REGULATION 83-130?,1,1,95,1,GENERIC_RUBRIC_PROMPT
REGULATION 83-130,8,,What does section 8 of REGULATION 83-130 provide?,1,1,90,1,QUESTION_MISSING_SUBJECT
REGULATION 83-130,9,,What filing or registration requirements are established by section 9 of REGULATION 83-130?,2,2,100,0,
REGULATION 83-130,10,,What filing or registration requirements are established by section 10 of REGULATION 83-130?,5,4,70,2,QUESTION_MISSING_SUBJECT;MALFORMED_QUESTION
